"date","city","district","official","personal","commercial","total","formatted_date","year"
"16-Jan",경기,양평군,442,48288,1564,50294,"2016-01-01",2016
"16-Jan",경기,여주시,318,54563,7123,62004,"2016-01-01",2016
"16-Jan",경기,연천군,254,20459,5698,26411,"2016-01-01",2016
"16-Jan",경기,오산시,193,81022,2892,84107,"2016-01-01",2016
"16-Jan",경기,용인시 기흥구,113,157141,8728,165982,"2016-01-01",2016
"16-Jan",경기,용인시 수지구,40,123343,1712,125095,"2016-01-01",2016
"16-Jan",경기,용인시 처인구,564,99391,6524,106479,"2016-01-01",2016
"16-Jan",경기,의왕시,248,55021,2837,58106,"2016-01-01",2016
"16-Jan",경기,의정부시,487,133392,4740,138619,"2016-01-01",2016
"16-Jan",경기,이천시,334,92684,5715,98733,"2016-01-01",2016
"16-Jan",경기,파주시,335,170704,10145,181184,"2016-01-01",2016
"16-Jan",경기,평택시,557,206563,9962,217082,"2016-01-01",2016
"16-Jan",경기,포천시,312,75711,10531,86554,"2016-01-01",2016
"16-Jan",경기,하남시,286,64860,2066,67212,"2016-01-01",2016
"16-Jan",경기,화성시,662,280799,10493,291954,"2016-01-01",2016
"16-Jan",강원,계,4872,668015,24364,697251,"2016-01-01",2016
"16-Jan",강원,강릉시,463,94155,4175,98793,"2016-01-01",2016
"16-Jan",강원,고성군,136,12430,247,12813,"2016-01-01",2016
"16-Jan",강원,동해시,260,39670,1334,41264,"2016-01-01",2016
"16-Jan",강원,삼척시,312,28509,697,29518,"2016-01-01",2016
"16-Jan",강원,속초시,267,32133,1259,33659,"2016-01-01",2016
"16-Jan",강원,양구군,122,10467,127,10716,"2016-01-01",2016
"16-Jan",강원,양양군,129,12873,249,13251,"2016-01-01",2016
"16-Jan",강원,영월군,286,18488,392,19166,"2016-01-01",2016
"16-Jan",강원,원주시,488,141935,5725,148148,"2016-01-01",2016
"16-Jan",강원,인제군,179,15778,223,16180,"2016-01-01",2016
"16-Jan",강원,정선군,265,18420,468,19153,"2016-01-01",2016
"16-Jan",강원,철원군,175,21452,313,21940,"2016-01-01",2016
"16-Jan",강원,춘천시,663,113205,5873,119741,"2016-01-01",2016
"16-Jan",강원,태백시,188,19482,862,20532,"2016-01-01",2016
"16-Jan",강원,평창군,253,22990,351,23594,"2016-01-01",2016
"16-Jan",강원,홍천군,314,33092,1099,34505,"2016-01-01",2016
"16-Jan",강원,화천군,163,11067,131,11361,"2016-01-01",2016
"16-Jan",강원,횡성군,209,21869,839,22917,"2016-01-01",2016
"16-Jan",충북,계,3297,698142,31926,733365,"2016-01-01",2016
"16-Jan",충북,괴산군,159,19480,300,19939,"2016-01-01",2016
"16-Jan",충북,단양군,151,13959,822,14932,"2016-01-01",2016
"16-Jan",충북,보은군,180,15810,932,16922,"2016-01-01",2016
"16-Jan",충북,영동군,197,22541,367,23105,"2016-01-01",2016
"16-Jan",충북,옥천군,169,23366,1021,24556,"2016-01-01",2016
"16-Jan",충북,음성군,178,50553,1621,52352,"2016-01-01",2016
"16-Jan",충북,제천시,294,59316,3233,62843,"2016-01-01",2016
"16-Jan",충북,증평군,74,16121,750,16945,"2016-01-01",2016
"16-Jan",충북,진천군,174,34831,1066,36071,"2016-01-01",2016
"16-Jan",충북,청원군,1,41,1,43,"2016-01-01",2016
"16-Jan",충북,청주시 상당구,404,71566,2727,74697,"2016-01-01",2016
"16-Jan",충북,청주시 서원구,226,88636,5842,94704,"2016-01-01",2016
"16-Jan",충북,청주시 청원구,275,83802,3712,87789,"2016-01-01",2016
"16-Jan",충북,청주시 흥덕구,322,105668,5971,111961,"2016-01-01",2016
"16-Jan",충북,충주시,493,92452,3561,96506,"2016-01-01",2016
"16-Jan",충남,계,4599,930527,38785,973911,"2016-01-01",2016
"16-Jan",충남,계룡시,123,18502,464,19089,"2016-01-01",2016
"16-Jan",충남,공주시,491,48769,2074,51334,"2016-01-01",2016
"16-Jan",충남,금산군,154,25674,2512,28340,"2016-01-01",2016
"16-Jan",충남,논산시,316,54802,2124,57242,"2016-01-01",2016
"16-Jan",충남,당진시,321,80259,3595,84175,"2016-01-01",2016
"16-Jan",충남,보령시,312,46468,1253,48033,"2016-01-01",2016
"16-Jan",충남,부여군,224,31077,1364,32665,"2016-01-01",2016
"16-Jan",충남,서산시,351,78026,3421,81798,"2016-01-01",2016
"16-Jan",충남,서천군,194,24998,968,26160,"2016-01-01",2016
"16-Jan",충남,아산시,331,134437,6364,141132,"2016-01-01",2016
"16-Jan",충남,예산군,308,38800,1446,40554,"2016-01-01",2016
"16-Jan",충남,천안시 동남구,228,113708,5897,119833,"2016-01-01",2016
"16-Jan",충남,천안시 서북구,480,147843,4753,153076,"2016-01-01",2016
"16-Jan",충남,청양군,203,14763,815,15781,"2016-01-01",2016
"16-Jan",충남,태안군,216,29419,492,30127,"2016-01-01",2016
"16-Jan",충남,홍성군,347,42982,1243,44572,"2016-01-01",2016
"16-Jan",전북,계,4166,801464,36957,842587,"2016-01-01",2016
"16-Jan",전북,고창군,213,27327,521,28061,"2016-01-01",2016
"16-Jan",전북,군산시,411,117752,6752,124915,"2016-01-01",2016
"16-Jan",전북,김제시,240,40729,1852,42821,"2016-01-01",2016
"16-Jan",전북,남원시,361,36058,2554,38973,"2016-01-01",2016
"16-Jan",전북,무주군,144,11269,366,11779,"2016-01-01",2016
"16-Jan",전북,부안군,212,25067,602,25881,"2016-01-01",2016
"16-Jan",전북,순창군,176,12887,224,13287,"2016-01-01",2016
"16-Jan",전북,완주군,278,45357,3570,49205,"2016-01-01",2016
"16-Jan",전북,익산시,422,126082,6059,132563,"2016-01-01",2016
"16-Jan",전북,임실군,165,12737,406,13308,"2016-01-01",2016
"16-Jan",전북,장수군,179,10564,165,10908,"2016-01-01",2016
"16-Jan",전북,전주시 덕진구,347,132841,7463,140651,"2016-01-01",2016
"16-Jan",전북,전주시 완산구,548,142240,3917,146705,"2016-01-01",2016
"16-Jan",전북,정읍시,271,48325,2317,50913,"2016-01-01",2016
"16-Jan",전북,진안군,199,12229,189,12617,"2016-01-01",2016
"16-Jan",전남,계,5205,813069,85462,903736,"2016-01-01",2016
"16-Jan",전남,강진군,179,16659,994,17832,"2016-01-01",2016
"16-Jan",전남,고흥군,223,27360,708,28291,"2016-01-01",2016
"16-Jan",전남,곡성군,139,13142,864,14145,"2016-01-01",2016
"16-Jan",전남,광양시,226,70700,5853,76779,"2016-01-01",2016
"16-Jan",전남,구례군,99,11570,676,12345,"2016-01-01",2016
"16-Jan",전남,나주시,355,47238,3114,50707,"2016-01-01",2016
"16-Jan",전남,담양군,173,23097,1659,24929,"2016-01-01",2016
"16-Jan",전남,목포시,427,87794,5868,94089,"2016-01-01",2016
"16-Jan",전남,무안군,434,36743,911,38088,"2016-01-01",2016
"16-Jan",전남,보성군,201,19438,25255,44894,"2016-01-01",2016
"16-Jan",전남,순천시,429,116802,4705,121936,"2016-01-01",2016
"16-Jan",전남,신안군,180,18056,655,18891,"2016-01-01",2016
"16-Jan",전남,여수시,474,114321,6307,121102,"2016-01-01",2016
"16-Jan",전남,영광군,203,24376,737,25316,"2016-01-01",2016
"16-Jan",전남,영암군,210,30039,21541,51790,"2016-01-01",2016
"16-Jan",전남,완도군,197,21635,488,22320,"2016-01-01",2016
"16-Jan",전남,장성군,132,22368,1266,23766,"2016-01-01",2016
"16-Jan",전남,장흥군,169,18077,444,18690,"2016-01-01",2016
"16-Jan",전남,진도군,138,14565,289,14992,"2016-01-01",2016
"16-Jan",전남,함평군,145,15723,378,16246,"2016-01-01",2016
"16-Jan",전남,해남군,276,34741,583,35600,"2016-01-01",2016
"16-Jan",전남,화순군,196,28625,2167,30988,"2016-01-01",2016
"16-Jan",경북,계,6187,1258853,48638,1313678,"2016-01-01",2016
"16-Jan",경북,경산시,409,119858,4112,124379,"2016-01-01",2016
"16-Jan",경북,경주시,491,125274,5015,130780,"2016-01-01",2016
"16-Jan",경북,고령군,139,19387,432,19958,"2016-01-01",2016
"16-Jan",경북,구미시,432,187717,7592,195741,"2016-01-01",2016
"16-Jan",경북,군위군,104,12719,285,13108,"2016-01-01",2016
"16-Jan",경북,김천시,312,63563,1709,65584,"2016-01-01",2016
"16-Jan",경북,문경시,246,32554,906,33706,"2016-01-01",2016
"16-Jan",경북,봉화군,173,15653,206,16032,"2016-01-01",2016
"16-Jan",경북,상주시,332,47062,1801,49195,"2016-01-01",2016
"16-Jan",경북,성주군,165,26818,1486,28469,"2016-01-01",2016
"16-Jan",경북,안동시,453,74651,2602,77706,"2016-01-01",2016
"16-Jan",경북,영덕군,203,17061,298,17562,"2016-01-01",2016
"16-Jan",경북,영양군,121,8441,107,8669,"2016-01-01",2016
"16-Jan",경북,영주시,297,50936,1650,52883,"2016-01-01",2016
"16-Jan",경북,영천시,227,51212,2541,53980,"2016-01-01",2016
"16-Jan",경북,예천군,169,20376,413,20958,"2016-01-01",2016
"16-Jan",경북,울릉군,129,4456,333,4918,"2016-01-01",2016
"16-Jan",경북,울진군,228,23299,393,23920,"2016-01-01",2016
"16-Jan",경북,의성군,270,26647,1009,27926,"2016-01-01",2016
"16-Jan",경북,청도군,141,21950,643,22734,"2016-01-01",2016
"16-Jan",경북,청송군,182,13541,210,13933,"2016-01-01",2016
"16-Jan",경북,칠곡군,320,62935,1978,65233,"2016-01-01",2016
"16-Jan",경북,포항시 남구,341,112638,8951,121930,"2016-01-01",2016
"16-Jan",경북,포항시 북구,303,120105,3966,124374,"2016-01-01",2016
"16-Jan",경남,계,6015,1489163,76786,1571964,"2016-01-01",2016
"16-Jan",경남,거제시,263,100637,2767,103667,"2016-01-01",2016
"16-Jan",경남,거창군,224,27910,780,28914,"2016-01-01",2016
"16-Jan",경남,고성군,196,24356,709,25261,"2016-01-01",2016
"16-Jan",경남,김해시,550,236315,6543,243408,"2016-01-01",2016
"16-Jan",경남,남해군,194,17271,528,17993,"2016-01-01",2016
"16-Jan",경남,밀양시,276,49638,4320,54234,"2016-01-01",2016
"16-Jan",경남,사천시,262,49615,1557,51434,"2016-01-01",2016
"16-Jan",경남,산청군,175,17127,838,18140,"2016-01-01",2016
"16-Jan",경남,양산시,340,125828,8540,134708,"2016-01-01",2016
"16-Jan",경남,의령군,157,12507,915,13579,"2016-01-01",2016
"16-Jan",경남,진주시,540,143686,6717,150943,"2016-01-01",2016
"16-Jan",경남,창녕군,186,31306,804,32296,"2016-01-01",2016
"16-Jan",경남,창원시 마산합포구,308,85770,3076,89154,"2016-01-01",2016
"16-Jan",경남,창원시 마산회원구,160,97397,5335,102892,"2016-01-01",2016
"16-Jan",경남,창원시 성산구,140,120300,13311,133751,"2016-01-01",2016
"16-Jan",경남,창원시 의창구,820,120489,5274,126583,"2016-01-01",2016
"16-Jan",경남,창원시 진해구,183,76337,1561,78081,"2016-01-01",2016
"16-Jan",경남,통영시,284,49845,1588,51717,"2016-01-01",2016
"16-Jan",경남,하동군,196,22328,445,22969,"2016-01-01",2016
"16-Jan",경남,함안군,165,40781,9497,50443,"2016-01-01",2016
"16-Jan",경남,함양군,174,19003,732,19909,"2016-01-01",2016
"16-Jan",경남,합천군,222,20717,949,21888,"2016-01-01",2016
"16-Jan",제주,계,1847,340354,96082,438283,"2016-01-01",2016
"16-Jan",제주,서귀포시,606,84113,2284,87003,"2016-01-01",2016
"16-Jan",제주,제주시,1241,256241,93798,351280,"2016-01-01",2016
"16-Feb",서울,계,11009,2857121,195553,3063683,"2016-02-01",2016
"16-Feb",서울,강남구,342,223879,20031,244252,"2016-02-01",2016
"16-Feb",서울,강동구,220,129154,8467,137841,"2016-02-01",2016
"16-Feb",서울,강북구,278,70783,4843,75904,"2016-02-01",2016
"16-Feb",서울,강서구,296,176169,14712,191177,"2016-02-01",2016
"16-Feb",서울,관악구,255,115253,5806,121314,"2016-02-01",2016
"16-Feb",서울,광진구,266,90737,5616,96619,"2016-02-01",2016
"16-Feb",서울,구로구,218,127620,10516,138354,"2016-02-01",2016
"16-Feb",서울,금천구,123,75293,7814,83230,"2016-02-01",2016
"16-Feb",서울,노원구,250,145030,9776,155056,"2016-02-01",2016
"16-Feb",서울,도봉구,230,88183,7754,96167,"2016-02-01",2016
"16-Feb",서울,동대문구,267,90751,5843,96861,"2016-02-01",2016
"16-Feb",서울,동작구,270,99371,2785,102426,"2016-02-01",2016
"16-Feb",서울,마포구,269,109359,7537,117165,"2016-02-01",2016
"16-Feb",서울,서대문구,406,77864,5023,83293,"2016-02-01",2016
"16-Feb",서울,서초구,620,168020,10305,178945,"2016-02-01",2016
"16-Feb",서울,성동구,263,87676,8209,96148,"2016-02-01",2016
"16-Feb",서울,성북구,218,111117,5523,116858,"2016-02-01",2016
"16-Feb",서울,송파구,330,207237,11631,219198,"2016-02-01",2016
"16-Feb",서울,양천구,296,140655,9141,150092,"2016-02-01",2016
"16-Feb",서울,영등포구,299,136318,10174,146791,"2016-02-01",2016
"16-Feb",서울,용산구,342,73759,2038,76139,"2016-02-01",2016
"16-Feb",서울,은평구,219,119724,6953,126896,"2016-02-01",2016
"16-Feb",서울,종로구,3554,44635,1582,49771,"2016-02-01",2016
"16-Feb",서울,중구,992,47612,4022,52626,"2016-02-01",2016
"16-Feb",서울,중랑구,186,100922,9452,110560,"2016-02-01",2016
"16-Feb",부산,계,4215,1178092,79743,1262050,"2016-02-01",2016
"16-Feb",부산,강서구,290,53221,3538,57049,"2016-02-01",2016
"16-Feb",부산,금정구,271,78061,7519,85851,"2016-02-01",2016
"16-Feb",부산,기장군,204,62143,2097,64444,"2016-02-01",2016
"16-Feb",부산,남구,208,85844,8922,94974,"2016-02-01",2016
"16-Feb",부산,동구,220,36887,6231,43338,"2016-02-01",2016
"16-Feb",부산,동래구,166,84916,4250,89332,"2016-02-01",2016
"16-Feb",부산,부산진구,372,122781,6091,129244,"2016-02-01",2016
"16-Feb",부산,북구,206,98630,3825,102661,"2016-02-01",2016
"16-Feb",부산,사상구,248,84177,6238,90663,"2016-02-01",2016
"16-Feb",부산,사하구,234,104781,7376,112391,"2016-02-01",2016
"16-Feb",부산,서구,128,27474,1323,28925,"2016-02-01",2016
"16-Feb",부산,수영구,142,59626,2980,62748,"2016-02-01",2016
"16-Feb",부산,연제구,770,80406,5144,86320,"2016-02-01",2016
"16-Feb",부산,영도구,206,31510,2572,34288,"2016-02-01",2016
"16-Feb",부산,중구,303,14769,6185,21257,"2016-02-01",2016
"16-Feb",부산,해운대구,247,152866,5452,158565,"2016-02-01",2016
"16-Feb",대구,계,2711,1057579,48714,1109004,"2016-02-01",2016
"16-Feb",대구,남구,175,56750,2104,59029,"2016-02-01",2016
"16-Feb",대구,달서구,405,246821,12136,259362,"2016-02-01",2016
"16-Feb",대구,달성군,383,90665,3392,94440,"2016-02-01",2016
"16-Feb",대구,동구,288,140549,11148,151985,"2016-02-01",2016
"16-Feb",대구,북구,422,181376,8380,190178,"2016-02-01",2016
"16-Feb",대구,서구,191,76206,4365,80762,"2016-02-01",2016
"16-Feb",대구,수성구,479,202754,5258,208491,"2016-02-01",2016
"16-Feb",대구,중구,368,62458,1931,64757,"2016-02-01",2016
"16-Feb",인천,계,3374,1125392,237439,1366205,"2016-02-01",2016
"16-Feb",인천,강화군,282,29068,2358,31708,"2016-02-01",2016
"16-Feb",인천,계양구,236,118236,115183,233655,"2016-02-01",2016
"16-Feb",인천,남구,362,132406,50115,182883,"2016-02-01",2016
"16-Feb",인천,남동구,775,231519,25728,258022,"2016-02-01",2016
"16-Feb",인천,동구,81,25351,2510,27942,"2016-02-01",2016
"16-Feb",인천,부평구,305,194993,7624,202922,"2016-02-01",2016
"16-Feb",인천,서구,336,197265,10629,208230,"2016-02-01",2016
"16-Feb",인천,연수구,283,136962,7174,144419,"2016-02-01",2016
"16-Feb",인천,옹진군,162,10208,163,10533,"2016-02-01",2016
"16-Feb",인천,중구,552,49384,15955,65891,"2016-02-01",2016
"16-Feb",광주,계,1912,579600,33093,614605,"2016-02-01",2016
"16-Feb",광주,광산구,481,166195,9787,176463,"2016-02-01",2016
"16-Feb",광주,남구,161,81015,3405,84581,"2016-02-01",2016
"16-Feb",광주,동구,208,34562,1158,35928,"2016-02-01",2016
"16-Feb",광주,북구,430,170516,9194,180140,"2016-02-01",2016
"16-Feb",광주,서구,632,127312,9549,137493,"2016-02-01",2016
"16-Feb",대전,계,1682,605403,27841,634926,"2016-02-01",2016
"16-Feb",대전,대덕구,254,84322,6375,90951,"2016-02-01",2016
"16-Feb",대전,동구,154,85657,4498,90309,"2016-02-01",2016
"16-Feb",대전,서구,701,191082,6615,198398,"2016-02-01",2016
"16-Feb",대전,유성구,360,150006,4563,154929,"2016-02-01",2016
"16-Feb",대전,중구,213,94336,5790,100339,"2016-02-01",2016
"16-Feb",울산,계,1470,506076,21059,528605,"2016-02-01",2016
"16-Feb",울산,남구,594,148674,7416,156684,"2016-02-01",2016
"16-Feb",울산,동구,182,62204,900,63286,"2016-02-01",2016
"16-Feb",울산,북구,110,87884,4365,92359,"2016-02-01",2016
"16-Feb",울산,울주군,282,106292,5728,112302,"2016-02-01",2016
"16-Feb",울산,중구,302,101022,2650,103974,"2016-02-01",2016
"16-Feb",세종,계,547,94582,2261,97390,"2016-02-01",2016
"16-Feb",세종,세종특별자치시,547,94582,2261,97390,"2016-02-01",2016
"16-Feb",경기,계,14088,4726244,216366,4956698,"2016-02-01",2016
"16-Feb",경기,가평군,317,26302,755,27374,"2016-02-01",2016
"16-Feb",경기,고양시 덕양구,556,147162,3527,151245,"2016-02-01",2016
"16-Feb",경기,고양시 일산동구,254,107013,6591,113858,"2016-02-01",2016
"16-Feb",경기,고양시 일산서구,71,102913,3218,106202,"2016-02-01",2016
"16-Feb",경기,과천시,669,22139,560,23368,"2016-02-01",2016
"16-Feb",경기,광명시,267,101022,4352,105641,"2016-02-01",2016
"16-Feb",경기,광주시,327,144903,7592,152822,"2016-02-01",2016
"16-Feb",경기,구리시,192,59119,2344,61655,"2016-02-01",2016
"16-Feb",경기,군포시,232,91945,4713,96890,"2016-02-01",2016
"16-Feb",경기,김포시,368,147288,5946,153602,"2016-02-01",2016
"16-Feb",경기,남양주시,506,240105,6882,247493,"2016-02-01",2016
"16-Feb",경기,동두천시,186,34514,1201,35901,"2016-02-01",2016
"16-Feb",경기,부천시 소사구,79,65811,2854,68744,"2016-02-01",2016
"16-Feb",경기,부천시 오정구,111,61292,2375,63778,"2016-02-01",2016
"16-Feb",경기,부천시 원미구,431,144872,6302,151605,"2016-02-01",2016
"16-Feb",경기,성남시 분당구,312,178493,5723,184528,"2016-02-01",2016
"16-Feb",경기,성남시 수정구,231,60782,2341,63354,"2016-02-01",2016
"16-Feb",경기,성남시 중원구,241,73526,3967,77734,"2016-02-01",2016
"16-Feb",경기,수원시 권선구,304,146577,7184,154065,"2016-02-01",2016
"16-Feb",경기,수원시 영통구,193,121207,2632,124032,"2016-02-01",2016
"16-Feb",경기,수원시 장안구,476,101664,3651,105791,"2016-02-01",2016
"16-Feb",경기,수원시 팔달구,487,68735,3435,72657,"2016-02-01",2016
"16-Feb",경기,시흥시,404,173847,7136,181387,"2016-02-01",2016
"16-Feb",경기,안산시 단원구,487,138787,8130,147404,"2016-02-01",2016
"16-Feb",경기,안산시 상록구,155,133126,4520,137801,"2016-02-01",2016
"16-Feb",경기,안성시,310,85234,4921,90465,"2016-02-01",2016
"16-Feb",경기,안양시 동안구,364,116778,6416,123558,"2016-02-01",2016
"16-Feb",경기,안양시 만안구,107,76877,3862,80846,"2016-02-01",2016
"16-Feb",경기,양주시,298,82922,2883,86103,"2016-02-01",2016
"16-Feb",경기,양평군,440,48431,1569,50440,"2016-02-01",2016
"16-Feb",경기,여주시,316,54712,7193,62221,"2016-02-01",2016
"16-Feb",경기,연천군,257,20496,5685,26438,"2016-02-01",2016
"16-Feb",경기,오산시,193,81379,2903,84475,"2016-02-01",2016
"16-Feb",경기,용인시 기흥구,113,157609,8626,166348,"2016-02-01",2016
"16-Feb",경기,용인시 수지구,40,123514,1722,125276,"2016-02-01",2016
"16-Feb",경기,용인시 처인구,560,99493,6534,106587,"2016-02-01",2016
"16-Feb",경기,의왕시,249,55105,2831,58185,"2016-02-01",2016
"16-Feb",경기,의정부시,488,133557,4754,138799,"2016-02-01",2016
"16-Feb",경기,이천시,336,93154,5718,99208,"2016-02-01",2016
"16-Feb",경기,파주시,337,171423,10100,181860,"2016-02-01",2016
"16-Feb",경기,평택시,559,207440,10001,218000,"2016-02-01",2016
"16-Feb",경기,포천시,315,75800,10284,86399,"2016-02-01",2016
"16-Feb",경기,하남시,288,65918,2055,68261,"2016-02-01",2016
"16-Feb",경기,화성시,662,283258,10378,294298,"2016-02-01",2016
"16-Feb",강원,계,4875,669962,24373,699210,"2016-02-01",2016
"16-Feb",강원,강릉시,462,94414,4190,99066,"2016-02-01",2016
"16-Feb",강원,고성군,136,12402,243,12781,"2016-02-01",2016
"16-Feb",강원,동해시,261,39685,1338,41284,"2016-02-01",2016
"16-Feb",강원,삼척시,310,28550,695,29555,"2016-02-01",2016
"16-Feb",강원,속초시,266,32288,1259,33813,"2016-02-01",2016
